window-event,window-open,indoor-temp,time,outdoor-temp
False,False,66.722,164870,57.2
False,False,66.92,164871,57.2
False,False,66.92,164872,57.2
False,False,66.92,164873,57.2
False,False,66.92,164874,57.2
False,False,66.92,164875,57.2
False,False,66.92,164876,57.2
False,False,66.92,164877,57.2
False,False,67.1,164878,57.2
False,False,67.1,164879,57.2
False,False,67.1,164880,57.74
False,False,67.1,164881,57.74
False,False,67.1,164882,57.74
False,False,67.28,164883,57.74
False,False,67.28,164884,57.74
False,False,67.28,164885,57.74
False,False,67.28,164886,57.74
False,False,67.28,164887,57.74
False,False,67.28,164888,57.74
False,False,67.28,164889,57.74
False,False,67.28,164890,57.74
False,False,67.28,164891,57.74
False,False,67.28,164892,57.74
False,False,67.28,164893,57.74
False,False,67.28,164894,57.74
False,False,67.28,164895,59.36
False,False,67.28,164896,59.36
False,False,67.28,164897,59.36
False,False,67.28,164898,59.36
False,False,67.46,164899,59.36
